Appareil,Interface,Status,VLAN,Duplex,Speed,Type
SwE2,FastEthernet0,down,routed,auto,auto,10/100BaseTX
SwE2,GigabitEthernet1/0/1,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwE2,GigabitEthernet1/0/2,administratively down,100,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/3,administratively down,100,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/4,administratively down,100,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/5,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/6,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/7,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/8,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/9,administratively down,1,auto,auto,10/100/1000BaseTX
RNET2,Embedded-Service-Engine0/0,administratively down,,,,
SwE2,GigabitEthernet1/0/10,administratively down,1,auto,auto,10/100/1000BaseTX
RNET2,GigabitEthernet0/0,up,,,,
SwE2,GigabitEthernet1/0/11,down,60,auto,auto,10/100/1000BaseTX
RNET2,GigabitEthernet0/1,up,,,,
SwE2,GigabitEthernet1/0/12,down,60,auto,auto,10/100/1000BaseTX
RNET2,GigabitEthernet0/2,administratively down,,,,
RNET2,Serial0/0/0,administratively down,,,,
SwE2,GigabitEthernet1/0/13,up,60,a-full,a-1000,10/100/1000BaseTX
RNET2,Serial0/0/1,administratively down,,,,
SwE2,GigabitEthernet1/0/14,down,60,auto,auto,10/100/1000BaseTX
RNET2,NVI0,administratively down,,,,
SwE2,GigabitEthernet1/0/15,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/16,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/17,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/18,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/19,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/20,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/21,administratively down,1,auto,auto,10/100/1000BaseTX
SwNET,Vlan1,up,,,,🔹 VLAN
SwE2,GigabitEthernet1/0/22,administratively down,100,auto,auto,10/100/1000BaseTX
SwNET,FastEthernet0,down,routed,auto,auto,10/100BaseTX
SwE2,GigabitEthernet1/0/23,up,100,a-full,a-1000,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/1,up,1,a-full,a-1000,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/24,up,100,a-full,a-1000,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/2,up,1,a-full,a-1000,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/25,administratively down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/3,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/26,administratively down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/4,up,1,a-full,a-1000,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/27,administratively down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/5,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/28,administratively down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/6,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/7,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/8,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/9,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/10,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/11,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/12,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/13,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/14,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/15,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/16,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/17,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/18,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/19,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/20,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/21,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/22,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/23,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/24,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/25,down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/26,down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/27,down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/28,down,1,auto,auto,Not Present
SwCoeur,Vlan1,up,,,,🔹 VLAN
SwCoeur,Vlan2,up,,,,🔹 VLAN
SwCoeur,Vlan10,up,,,,🔹 VLAN
SwCoeur,Vlan20,up,,,,🔹 VLAN
SwCoeur,Vlan30,up,,,,🔹 VLAN
SwCoeur,Vlan40,up,,,,🔹 VLAN
SwCoeur,Vlan50,up,,,,🔹 VLAN
SwCoeur,Vlan60,up,,,,🔹 VLAN
SwCoeur,Vlan70,up,,,,🔹 VLAN
SwCoeur,Vlan80,up,,,,🔹 VLAN
SwCoeur,Vlan100,up,,,,🔹 VLAN
SwCoeur,GigabitEthernet0/0,down,,,,
SwCoeur,GigabitEthernet1/0/1,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/2,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/3,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/4,up,2,a-full,a-1000,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/5,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/6,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/7,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/8,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/9,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/10,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/11,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/12,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/13,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/14,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/15,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/16,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/17,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/18,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/19,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/20,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/21,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/22,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/23,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/24,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/1/1,down,1,auto,auto,unknown
SwCoeur,GigabitEthernet1/1/2,down,1,auto,auto,unknown
SwCoeur,Te1/1/3,down,1,auto,auto,unknown
SwCoeur,Te1/1/4,down,1,auto,auto,unknown
SwRDC,Vlan1,administratively down,,,,🔹 VLAN
SwRDC,Vlan70,up,,,,🔹 VLAN
SwRDC,FastEthernet0/1,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/2,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/3,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/4,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/5,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/6,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/7,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/8,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/9,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/10,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/11,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/12,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/13,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/14,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/15,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/16,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/17,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/18,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/19,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/20,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/21,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/22,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/23,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/24,down,1,auto,auto,10/100BaseTX
SwRDC,GigabitEthernet0/1,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwRDC,GigabitEthernet0/2,down,1,auto,auto,Not Present
SwE1,Vlan1,administratively down,,,,🔹 VLAN
SwE1,Vlan70,up,,,,🔹 VLAN
SwE1,FastEthernet0/1,down,10,auto,auto,10/100BaseTX
SwE1,FastEthernet0/2,down,10,auto,auto,10/100BaseTX
SwE1,FastEthernet0/3,up,10,a-full,a-10,10/100BaseTX
SwE1,FastEthernet0/4,down,10,auto,auto,10/100BaseTX
SwE1,FastEthernet0/5,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/6,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/7,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/8,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/9,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/10,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/11,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/12,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/13,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/14,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/15,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/16,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/17,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/18,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/19,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/20,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/21,down,1,auto,auto,10/100BaseTX
SwE1,FastEthernet0/22,down,1,auto,auto,10/100BaseTX
SwE1,FastEthernet0/23,down,1,auto,auto,10/100BaseTX
SwE1,FastEthernet0/24,down,1,auto,auto,10/100BaseTX
SwE1,GigabitEthernet0/1,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwE1,GigabitEthernet0/2,down,1,auto,auto,Not Present
RNET1,Embedded-Service-Engine0/0,administratively down,,,,
RNET1,GigabitEthernet0/0,up,,,,
RNET1,GigabitEthernet0/1,up,,,,
RNET1,GigabitEthernet0/2,administratively down,,,,
RNET1,Serial0/0/0,administratively down,,,,
RNET1,Serial0/0/1,administratively down,,,,
RNET1,NVI0,administratively down,,,,
SwDMZ,Vlan1,up,,,,🔹 VLAN
SwDMZ,FastEthernet0/1,up,1,a-full,a-100,10/100BaseTX
SwDMZ,FastEthernet0/2,up,1,a-full,a-100,10/100BaseTX
SwDMZ,FastEthernet0/3,up,1,a-full,a-100,10/100BaseTX
SwDMZ,FastEthernet0/4,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/5,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/6,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/7,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/8,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/9,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/10,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/11,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/12,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/13,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/14,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/15,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/16,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/17,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/18,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/19,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/20,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/21,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/22,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/23,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/24,down,1,auto,auto,10/100BaseTX
SwDMZ,GigabitEthernet0/1,down,1,auto,auto,10/100/1000BaseTX
SwDMZ,GigabitEthernet0/2,down,1,auto,auto,10/100/1000BaseTX
RNET2,Embedded-Service-Engine0/0,administratively down,,,,
RNET2,GigabitEthernet0/0,up,,,,
RNET2,GigabitEthernet0/1,up,,,,
RNET2,GigabitEthernet0/2,administratively down,,,,
RNET2,Serial0/0/0,administratively down,,,,
RNET2,Serial0/0/1,administratively down,,,,
RNET2,NVI0,administratively down,,,,
SwE2,Vlan1,up,,,,🔹 VLAN
SwE2,Vlan10,up,,,,🔹 VLAN
SwE2,Vlan70,up,,,,🔹 VLAN
SwE2,FastEthernet0,down,routed,auto,auto,10/100BaseTX
SwE2,GigabitEthernet1/0/1,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwE2,GigabitEthernet1/0/2,administratively down,100,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/3,administratively down,100,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/4,administratively down,100,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/5,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/6,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/7,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/8,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/9,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/10,administratively down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/11,down,60,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/12,down,60,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/13,up,60,a-full,a-1000,10/100/1000BaseTX
SwNET,Vlan1,up,,,,🔹 VLAN
SwE2,GigabitEthernet1/0/14,down,60,auto,auto,10/100/1000BaseTX
SwNET,FastEthernet0,down,routed,auto,auto,10/100BaseTX
SwE2,GigabitEthernet1/0/15,administratively down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/1,up,1,a-full,a-1000,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/16,administratively down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/2,up,1,a-full,a-1000,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/17,administratively down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/3,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/18,administratively down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/4,up,1,a-full,a-1000,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/19,administratively down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/5,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/20,administratively down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/6,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/21,administratively down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/7,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/22,administratively down,100,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/8,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/23,up,100,a-full,a-1000,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/9,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/24,up,100,a-full,a-1000,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/10,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/25,administratively down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/11,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/26,administratively down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/12,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/27,administratively down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/13,down,1,auto,auto,10/100/1000BaseTX
SwE2,GigabitEthernet1/0/28,administratively down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/14,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/15,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/16,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/17,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/18,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/19,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/20,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/21,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/22,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/23,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/24,down,1,auto,auto,10/100/1000BaseTX
SwNET,GigabitEthernet1/0/25,down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/26,down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/27,down,1,auto,auto,Not Present
SwNET,GigabitEthernet1/0/28,down,1,auto,auto,Not Present
SwCoeur,Vlan1,up,,,,🔹 VLAN
SwCoeur,Vlan2,up,,,,🔹 VLAN
SwCoeur,Vlan10,up,,,,🔹 VLAN
SwCoeur,Vlan20,up,,,,🔹 VLAN
SwCoeur,Vlan30,up,,,,🔹 VLAN
SwCoeur,Vlan40,up,,,,🔹 VLAN
SwCoeur,Vlan50,up,,,,🔹 VLAN
SwCoeur,Vlan60,up,,,,🔹 VLAN
SwCoeur,Vlan70,up,,,,🔹 VLAN
SwCoeur,Vlan80,up,,,,🔹 VLAN
SwCoeur,Vlan100,up,,,,🔹 VLAN
SwCoeur,GigabitEthernet0/0,down,,,,
SwCoeur,GigabitEthernet1/0/1,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/2,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/3,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/4,up,2,a-full,a-1000,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/5,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/6,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/7,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/8,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/9,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/10,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/11,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/12,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/13,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/14,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/15,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/16,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/17,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/18,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/19,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/20,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/21,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/22,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/23,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwCoeur,GigabitEthernet1/0/24,down,1,auto,auto,10/100/1000BaseTX
SwCoeur,GigabitEthernet1/1/1,down,1,auto,auto,unknown
SwCoeur,GigabitEthernet1/1/2,down,1,auto,auto,unknown
SwCoeur,Te1/1/3,down,1,auto,auto,unknown
SwCoeur,Te1/1/4,down,1,auto,auto,unknown
SwRDC,Vlan1,administratively down,,,,🔹 VLAN
SwRDC,Vlan70,up,,,,🔹 VLAN
SwRDC,FastEthernet0/1,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/2,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/3,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/4,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/5,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/6,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/7,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/8,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/9,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/10,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/11,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/12,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/13,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/14,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/15,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/16,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/17,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/18,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/19,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/20,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/21,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/22,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/23,down,1,auto,auto,10/100BaseTX
SwRDC,FastEthernet0/24,down,1,auto,auto,10/100BaseTX
SwRDC,GigabitEthernet0/1,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwRDC,GigabitEthernet0/2,down,1,auto,auto,Not Present
SwE1,Vlan1,administratively down,,,,🔹 VLAN
SwE1,Vlan70,up,,,,🔹 VLAN
SwE1,FastEthernet0/1,down,10,auto,auto,10/100BaseTX
SwE1,FastEthernet0/2,down,10,auto,auto,10/100BaseTX
SwE1,FastEthernet0/3,up,10,a-full,a-10,10/100BaseTX
SwE1,FastEthernet0/4,down,10,auto,auto,10/100BaseTX
SwE1,FastEthernet0/5,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/6,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/7,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/8,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/9,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/10,down,50,auto,auto,10/100BaseTX
SwE1,FastEthernet0/11,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/12,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/13,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/14,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/15,down,60,auto,auto,10/100BaseTX
SwE1,FastEthernet0/16,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/17,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/18,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/19,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/20,down,80,auto,auto,10/100BaseTX
SwE1,FastEthernet0/21,down,1,auto,auto,10/100BaseTX
SwE1,FastEthernet0/22,down,1,auto,auto,10/100BaseTX
SwE1,FastEthernet0/23,down,1,auto,auto,10/100BaseTX
SwE1,FastEthernet0/24,down,1,auto,auto,10/100BaseTX
SwE1,GigabitEthernet0/1,up,trunk,a-full,a-1000,🧷 10/100/1000BaseTX
SwE1,GigabitEthernet0/2,down,1,auto,auto,Not Present
RNET1,Embedded-Service-Engine0/0,administratively down,,,,
RNET1,GigabitEthernet0/0,up,,,,
RNET1,GigabitEthernet0/1,up,,,,
RNET1,GigabitEthernet0/2,administratively down,,,,
RNET1,Serial0/0/0,administratively down,,,,
RNET1,Serial0/0/1,administratively down,,,,
RNET1,NVI0,administratively down,,,,
SwDMZ,Vlan1,up,,,,🔹 VLAN
SwDMZ,FastEthernet0/1,up,1,a-full,a-100,10/100BaseTX
SwDMZ,FastEthernet0/2,up,1,a-full,a-100,10/100BaseTX
SwDMZ,FastEthernet0/3,up,1,a-full,a-100,10/100BaseTX
SwDMZ,FastEthernet0/4,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/5,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/6,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/7,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/8,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/9,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/10,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/11,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/12,down,1,auto,auto,10/100BaseTX
SwDMZ,FastEthernet0/13,down,1,auto,auto,10/100BaseTX
